Measure;Time;val
Ongoing treatment periods primary health care wards;2021-09-29;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-29;
Ongoing intensive care treatment periods;2021-09-29;14
Ongoing treatment periods at specialised medical care wards;2021-09-30;36
Ongoing treatment periods primary health care wards;2021-09-30;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-30;
Ongoing intensive care treatment periods;2021-09-30;14
Ongoing treatment periods at specialised medical care wards;2021-10-01;39
Ongoing treatment periods primary health care wards;2021-10-01;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-01;
Ongoing intensive care treatment periods;2021-10-01;15
Ongoing treatment periods at specialised medical care wards;2021-10-02;39
Ongoing treatment periods primary health care wards;2021-10-02;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-02;
Ongoing intensive care treatment periods;2021-10-02;15
Ongoing treatment periods at specialised medical care wards;2021-10-03;39
Ongoing treatment periods primary health care wards;2021-10-03;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-03;
Ongoing intensive care treatment periods;2021-10-03;15
Ongoing treatment periods at specialised medical care wards;2021-10-04;46
Ongoing treatment periods primary health care wards;2021-10-04;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-04;
Ongoing intensive care treatment periods;2021-10-04;16
Ongoing treatment periods at specialised medical care wards;2021-10-05;44
Ongoing treatment periods primary health care wards;2021-10-05;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-05;
Ongoing intensive care treatment periods;2021-10-05;16
Ongoing treatment periods at specialised medical care wards;2021-10-06;44
Ongoing treatment periods primary health care wards;2021-10-06;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-06;
Ongoing intensive care treatment periods;2021-10-06;15
Ongoing treatment periods at specialised medical care wards;2021-10-07;44
Ongoing treatment periods primary health care wards;2021-10-07;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-07;
Ongoing intensive care treatment periods;2021-10-07;15
Ongoing treatment periods at specialised medical care wards;2021-10-08;49
Ongoing treatment periods primary health care wards;2021-10-08;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-08;
Ongoing intensive care treatment periods;2021-10-08;9
Ongoing treatment periods at specialised medical care wards;2021-10-09;49
Ongoing treatment periods primary health care wards;2021-10-09;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-09;
Ongoing intensive care treatment periods;2021-10-09;9
Ongoing treatment periods at specialised medical care wards;2021-10-10;49
Ongoing treatment periods primary health care wards;2021-10-10;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-10;
Ongoing intensive care treatment periods;2021-10-10;9
Ongoing treatment periods at specialised medical care wards;2021-10-11;54
Ongoing treatment periods primary health care wards;2021-10-11;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-11;
Ongoing intensive care treatment periods;2021-10-11;9
Ongoing treatment periods at specialised medical care wards;2021-10-12;53
Ongoing treatment periods primary health care wards;2021-10-12;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-12;
Ongoing intensive care treatment periods;2021-10-12;9
Ongoing treatment periods at specialised medical care wards;2021-10-13;56
Ongoing treatment periods primary health care wards;2021-10-13;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-13;
Ongoing intensive care treatment periods;2021-10-13;12
Ongoing treatment periods at specialised medical care wards;2021-10-14;57
Ongoing treatment periods primary health care wards;2021-10-14;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-14;
Ongoing intensive care treatment periods;2021-10-14;12
Ongoing treatment periods at specialised medical care wards;2021-10-15;58
Ongoing treatment periods primary health care wards;2021-10-15;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-15;
Ongoing intensive care treatment periods;2021-10-15;15
Ongoing treatment periods at specialised medical care wards;2021-10-16;58
Ongoing treatment periods primary health care wards;2021-10-16;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-16;
Ongoing intensive care treatment periods;2021-10-16;15
Ongoing treatment periods at specialised medical care wards;2021-10-17;58
Ongoing treatment periods primary health care wards;2021-10-17;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-17;
Ongoing intensive care treatment periods;2021-10-17;15
Ongoing treatment periods at specialised medical care wards;2021-10-18;62
Ongoing treatment periods primary health care wards;2021-10-18;12
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-18;
Ongoing intensive care treatment periods;2021-10-18;15
Ongoing treatment periods at specialised medical care wards;2021-10-19;61
Ongoing treatment periods primary health care wards;2021-10-19;12
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-19;
Ongoing intensive care treatment periods;2021-10-19;15
Ongoing treatment periods at specialised medical care wards;2021-10-20;54
Ongoing treatment periods primary health care wards;2021-10-20;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-20;
Ongoing intensive care treatment periods;2021-10-20;13
Ongoing treatment periods at specialised medical care wards;2021-10-21;54
Ongoing treatment periods primary health care wards;2021-10-21;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-21;
Ongoing intensive care treatment periods;2021-10-21;13
Ongoing treatment periods at specialised medical care wards;2021-10-22;51
Ongoing treatment periods primary health care wards;2021-10-22;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-22;
Ongoing intensive care treatment periods;2021-10-22;12
Ongoing treatment periods at specialised medical care wards;2021-10-23;51
Ongoing treatment periods primary health care wards;2021-10-23;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-23;
Ongoing intensive care treatment periods;2021-10-23;12
Ongoing treatment periods at specialised medical care wards;2021-10-24;51
Ongoing treatment periods primary health care wards;2021-10-24;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-24;
Ongoing intensive care treatment periods;2021-10-24;12
Ongoing treatment periods at specialised medical care wards;2021-10-25;49
Ongoing treatment periods primary health care wards;2021-10-25;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-25;
Ongoing intensive care treatment periods;2021-10-25;16
Ongoing treatment periods at specialised medical care wards;2021-10-26;49
Ongoing treatment periods primary health care wards;2021-10-26;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-26;
Ongoing intensive care treatment periods;2021-10-26;16
Ongoing treatment periods at specialised medical care wards;2021-10-27;37
Ongoing treatment periods primary health care wards;2021-10-27;40
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-27;
Ongoing intensive care treatment periods;2021-10-27;17
Ongoing treatment periods at specialised medical care wards;2021-10-28;38
Ongoing treatment periods primary health care wards;2021-10-28;40
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-28;
Ongoing intensive care treatment periods;2021-10-28;17
Ongoing treatment periods at specialised medical care wards;2021-10-29;44
Ongoing treatment periods primary health care wards;2021-10-29;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-29;
Ongoing intensive care treatment periods;2021-10-29;14
Ongoing treatment periods at specialised medical care wards;2021-10-30;44
Ongoing treatment periods primary health care wards;2021-10-30;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-30;
Ongoing intensive care treatment periods;2021-10-30;14
Ongoing treatment periods at specialised medical care wards;2021-10-31;44
Ongoing treatment periods primary health care wards;2021-10-31;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-31;
Ongoing intensive care treatment periods;2021-10-31;14
Ongoing treatment periods at specialised medical care wards;2021-11-01;45
Ongoing treatment periods primary health care wards;2021-11-01;38
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-01;
Ongoing intensive care treatment periods;2021-11-01;9
Ongoing treatment periods at specialised medical care wards;2021-11-02;45
Ongoing treatment periods primary health care wards;2021-11-02;38
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-02;
Ongoing intensive care treatment periods;2021-11-02;9
Ongoing treatment periods at specialised medical care wards;2021-11-03;41
Ongoing treatment periods primary health care wards;2021-11-03;37
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-03;
Ongoing intensive care treatment periods;2021-11-03;13
Ongoing treatment periods at specialised medical care wards;2021-11-04;42
Ongoing treatment periods primary health care wards;2021-11-04;37
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-04;
Ongoing intensive care treatment periods;2021-11-04;13
Ongoing treatment periods at specialised medical care wards;2021-11-05;50
Ongoing treatment periods primary health care wards;2021-11-05;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-05;
Ongoing intensive care treatment periods;2021-11-05;13
Ongoing treatment periods at specialised medical care wards;2021-11-06;50
Ongoing treatment periods primary health care wards;2021-11-06;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-06;
Ongoing intensive care treatment periods;2021-11-06;13
Ongoing treatment periods at specialised medical care wards;2021-11-07;50
Ongoing treatment periods primary health care wards;2021-11-07;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-07;
Ongoing intensive care treatment periods;2021-11-07;13
Ongoing treatment periods at specialised medical care wards;2021-11-08;51
Ongoing treatment periods primary health care wards;2021-11-08;28
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-08;
Ongoing intensive care treatment periods;2021-11-08;14
Ongoing treatment periods at specialised medical care wards;2021-11-09;52
Ongoing treatment periods primary health care wards;2021-11-09;27
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-09;
Ongoing intensive care treatment periods;2021-11-09;15
Ongoing treatment periods at specialised medical care wards;2021-11-10;61
Ongoing treatment periods primary health care wards;2021-11-10;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-10;
Ongoing intensive care treatment periods;2021-11-10;13
Ongoing treatment periods at specialised medical care wards;2021-11-11;61
Ongoing treatment periods primary health care wards;2021-11-11;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-11;
Ongoing intensive care treatment periods;2021-11-11;13
Ongoing treatment periods at specialised medical care wards;2021-11-12;63
Ongoing treatment periods primary health care wards;2021-11-12;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-12;
Ongoing intensive care treatment periods;2021-11-12;18
Ongoing treatment periods at specialised medical care wards;2021-11-13;63
Ongoing treatment periods primary health care wards;2021-11-13;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-13;
Ongoing intensive care treatment periods;2021-11-13;18
Ongoing treatment periods at specialised medical care wards;2021-11-14;63
Ongoing treatment periods primary health care wards;2021-11-14;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-14;
Ongoing intensive care treatment periods;2021-11-14;18
Ongoing treatment periods at specialised medical care wards;2021-11-15;75
Ongoing treatment periods primary health care wards;2021-11-15;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-15;
Ongoing intensive care treatment periods;2021-11-15;20
Ongoing treatment periods at specialised medical care wards;2021-11-16;75
Ongoing treatment periods primary health care wards;2021-11-16;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-16;
Ongoing intensive care treatment periods;2021-11-16;20
Ongoing treatment periods at specialised medical care wards;2021-11-17;76
Ongoing treatment periods primary health care wards;2021-11-17;46
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-17;
Ongoing intensive care treatment periods;2021-11-17;21
Ongoing treatment periods at specialised medical care wards;2021-11-18;74
Ongoing treatment periods primary health care wards;2021-11-18;45
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-18;
Ongoing intensive care treatment periods;2021-11-18;21
Ongoing treatment periods at specialised medical care wards;2021-11-19;61
Ongoing treatment periods primary health care wards;2021-11-19;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-19;
Ongoing intensive care treatment periods;2021-11-19;20
Ongoing treatment periods at specialised medical care wards;2021-11-20;61
Ongoing treatment periods primary health care wards;2021-11-20;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-20;
Ongoing intensive care treatment periods;2021-11-20;20
Ongoing treatment periods at specialised medical care wards;2021-11-21;61
Ongoing treatment periods primary health care wards;2021-11-21;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-21;
Ongoing intensive care treatment periods;2021-11-21;20
Ongoing treatment periods at specialised medical care wards;2021-11-22;73
Ongoing treatment periods primary health care wards;2021-11-22;60
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-22;
Ongoing intensive care treatment periods;2021-11-22;24
Ongoing treatment periods at specialised medical care wards;2021-11-23;74
Ongoing treatment periods primary health care wards;2021-11-23;59
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-23;
Ongoing intensive care treatment periods;2021-11-23;24
Ongoing treatment periods at specialised medical care wards;2021-11-24;73
Ongoing treatment periods primary health care wards;2021-11-24;50
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-24;
Ongoing intensive care treatment periods;2021-11-24;20
Ongoing treatment periods at specialised medical care wards;2021-11-25;73
Ongoing treatment periods primary health care wards;2021-11-25;50
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-25;
Ongoing intensive care treatment periods;2021-11-25;20
Ongoing treatment periods at specialised medical care wards;2021-11-26;87
Ongoing treatment periods primary health care wards;2021-11-26;49
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-26;
Ongoing intensive care treatment periods;2021-11-26;23
Ongoing treatment periods at specialised medical care wards;2021-11-27;87
Ongoing treatment periods primary health care wards;2021-11-27;49
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-27;
Ongoing intensive care treatment periods;2021-11-27;23
Ongoing treatment periods at specialised medical care wards;2021-11-28;87
Ongoing treatment periods primary health care wards;2021-11-28;49
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-28;
Ongoing intensive care treatment periods;2021-11-28;23
Ongoing treatment periods at specialised medical care wards;2021-11-29;64
Ongoing treatment periods primary health care wards;2021-11-29;50
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-29;
Ongoing intensive care treatment periods;2021-11-29;25
Ongoing treatment periods at specialised medical care wards;2021-11-30;64
Ongoing treatment periods primary health care wards;2021-11-30;50
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-30;
Ongoing intensive care treatment periods;2021-11-30;25
Ongoing treatment periods at specialised medical care wards;2021-12-01;58
Ongoing treatment periods primary health care wards;2021-12-01;38
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-01;
Ongoing intensive care treatment periods;2021-12-01;23
Ongoing treatment periods at specialised medical care wards;2021-12-02;57
Ongoing treatment periods primary health care wards;2021-12-02;37
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-02;
Ongoing intensive care treatment periods;2021-12-02;22
Ongoing treatment periods at specialised medical care wards;2021-12-03;55
Ongoing treatment periods primary health care wards;2021-12-03;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-03;
Ongoing intensive care treatment periods;2021-12-03;21
Ongoing treatment periods at specialised medical care wards;2021-12-04;55
Ongoing treatment periods primary health care wards;2021-12-04;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-04;
Ongoing intensive care treatment periods;2021-12-04;21
Ongoing treatment periods at specialised medical care wards;2021-12-05;55
Ongoing treatment periods primary health care wards;2021-12-05;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-05;
Ongoing intensive care treatment periods;2021-12-05;21
Ongoing treatment periods at specialised medical care wards;2021-12-06;54
Ongoing treatment periods primary health care wards;2021-12-06;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-06;
Ongoing intensive care treatment periods;2021-12-06;20
Ongoing treatment periods at specialised medical care wards;2021-12-07;66
Ongoing treatment periods primary health care wards;2021-12-07;48
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-07;
Ongoing intensive care treatment periods;2021-12-07;18
Ongoing treatment periods at specialised medical care wards;2021-12-08;59
Ongoing treatment periods primary health care wards;2021-12-08;51
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-08;
Ongoing intensive care treatment periods;2021-12-08;21
Ongoing treatment periods at specialised medical care wards;2021-12-09;60
Ongoing treatment periods primary health care wards;2021-12-09;51
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-09;
Ongoing intensive care treatment periods;2021-12-09;21
Ongoing treatment periods at specialised medical care wards;2021-12-10;57
Ongoing treatment periods primary health care wards;2021-12-10;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-10;
Ongoing intensive care treatment periods;2021-12-10;16
Ongoing treatment periods at specialised medical care wards;2021-12-11;57
Ongoing treatment periods primary health care wards;2021-12-11;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-11;
Ongoing intensive care treatment periods;2021-12-11;16
Ongoing treatment periods at specialised medical care wards;2021-12-12;57
Ongoing treatment periods primary health care wards;2021-12-12;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-12;
Ongoing intensive care treatment periods;2021-12-12;16
Ongoing treatment periods at specialised medical care wards;2021-12-13;52
Ongoing treatment periods primary health care wards;2021-12-13;34
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-13;
Ongoing intensive care treatment periods;2021-12-13;15
Ongoing treatment periods at specialised medical care wards;2021-12-14;52
Ongoing treatment periods primary health care wards;2021-12-14;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-14;
Ongoing intensive care treatment periods;2021-12-14;15
Ongoing treatment periods at specialised medical care wards;2021-12-15;61
Ongoing treatment periods primary health care wards;2021-12-15;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-15;
Ongoing intensive care treatment periods;2021-12-15;15
Ongoing treatment periods at specialised medical care wards;2021-12-16;62
Ongoing treatment periods primary health care wards;2021-12-16;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-16;
Ongoing intensive care treatment periods;2021-12-16;15
Ongoing treatment periods at specialised medical care wards;2021-12-17;71
Ongoing treatment periods primary health care wards;2021-12-17;40
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-17;
Ongoing intensive care treatment periods;2021-12-17;18
Ongoing treatment periods at specialised medical care wards;2021-12-18;71
Ongoing treatment periods primary health care wards;2021-12-18;40
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-18;
Ongoing intensive care treatment periods;2021-12-18;18
Ongoing treatment periods at specialised medical care wards;2021-12-19;71
Ongoing treatment periods primary health care wards;2021-12-19;40
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-19;
Ongoing intensive care treatment periods;2021-12-19;18
Ongoing treatment periods at specialised medical care wards;2021-12-20;79
Ongoing treatment periods primary health care wards;2021-12-20;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-20;
Ongoing intensive care treatment periods;2021-12-20;21
Ongoing treatment periods at specialised medical care wards;2021-12-21;79
Ongoing treatment periods primary health care wards;2021-12-21;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-21;
Ongoing intensive care treatment periods;2021-12-21;21
Ongoing treatment periods at specialised medical care wards;2021-12-22;68
Ongoing treatment periods primary health care wards;2021-12-22;47
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-22;
Ongoing intensive care treatment periods;2021-12-22;23
Ongoing treatment periods at specialised medical care wards;2021-12-23;66
Ongoing treatment periods primary health care wards;2021-12-23;45
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-23;
Ongoing intensive care treatment periods;2021-12-23;25
Ongoing treatment periods at specialised medical care wards;2021-12-24;66
Ongoing treatment periods primary health care wards;2021-12-24;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-24;
Ongoing intensive care treatment periods;2021-12-24;26
Ongoing treatment periods at specialised medical care wards;2021-12-25;66
Ongoing treatment periods primary health care wards;2021-12-25;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-25;
Ongoing intensive care treatment periods;2021-12-25;26
Ongoing treatment periods at specialised medical care wards;2021-12-26;66
Ongoing treatment periods primary health care wards;2021-12-26;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-26;
Ongoing intensive care treatment periods;2021-12-26;26
Ongoing treatment periods at specialised medical care wards;2021-12-27;94
Ongoing treatment periods primary health care wards;2021-12-27;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-27;
Ongoing intensive care treatment periods;2021-12-27;29
Ongoing treatment periods at specialised medical care wards;2021-12-28;95
Ongoing treatment periods primary health care wards;2021-12-28;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-28;
Ongoing intensive care treatment periods;2021-12-28;28
Ongoing treatment periods at specialised medical care wards;2021-12-29;96
Ongoing treatment periods primary health care wards;2021-12-29;52
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-29;
Ongoing intensive care treatment periods;2021-12-29;27
Ongoing treatment periods at specialised medical care wards;2021-12-30;96
Ongoing treatment periods primary health care wards;2021-12-30;52
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-30;
Ongoing intensive care treatment periods;2021-12-30;27
Ongoing treatment periods at specialised medical care wards;2021-12-31;107
Ongoing treatment periods primary health care wards;2021-12-31;59
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-31;
Ongoing intensive care treatment periods;2021-12-31;24
Ongoing treatment periods at specialised medical care wards;2022-01-01;107
Ongoing treatment periods primary health care wards;2022-01-01;59
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-01;
Ongoing intensive care treatment periods;2022-01-01;24
Ongoing treatment periods at specialised medical care wards;2022-01-02;107
Ongoing treatment periods primary health care wards;2022-01-02;59
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-02;
Ongoing intensive care treatment periods;2022-01-02;24
Ongoing treatment periods at specialised medical care wards;2022-01-03;111
Ongoing treatment periods primary health care wards;2022-01-03;58
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-03;
Ongoing intensive care treatment periods;2022-01-03;23
Ongoing treatment periods at specialised medical care wards;2022-01-04;110
Ongoing treatment periods primary health care wards;2022-01-04;60
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-04;
Ongoing intensive care treatment periods;2022-01-04;22
Ongoing treatment periods at specialised medical care wards;2022-01-05;124
Ongoing treatment periods primary health care wards;2022-01-05;100
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-05;
Ongoing intensive care treatment periods;2022-01-05;20
Ongoing treatment periods at specialised medical care wards;2022-01-06;124
Ongoing treatment periods primary health care wards;2022-01-06;100
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-06;
Ongoing intensive care treatment periods;2022-01-06;20
Ongoing treatment periods at specialised medical care wards;2022-01-07;136
Ongoing treatment periods primary health care wards;2022-01-07;99
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-07;
Ongoing intensive care treatment periods;2022-01-07;24
Ongoing treatment periods at specialised medical care wards;2022-01-08;136
Ongoing treatment periods primary health care wards;2022-01-08;99
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-08;
Ongoing intensive care treatment periods;2022-01-08;24
Ongoing treatment periods at specialised medical care wards;2022-01-09;136
Ongoing treatment periods primary health care wards;2022-01-09;99
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-09;
Ongoing intensive care treatment periods;2022-01-09;24
Ongoing treatment periods at specialised medical care wards;2022-01-10;163
Ongoing treatment periods primary health care wards;2022-01-10;152
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-10;
Ongoing intensive care treatment periods;2022-01-10;29
Ongoing treatment periods at specialised medical care wards;2022-01-11;165
Ongoing treatment periods primary health care wards;2022-01-11;155
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-11;
Ongoing intensive care treatment periods;2022-01-11;29
Ongoing treatment periods at specialised medical care wards;2022-01-12;172
Ongoing treatment periods primary health care wards;2022-01-12;212
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-12;
Ongoing intensive care treatment periods;2022-01-12;25
Ongoing treatment periods at specialised medical care wards;2022-01-13;174
Ongoing treatment periods primary health care wards;2022-01-13;212
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-13;
Ongoing intensive care treatment periods;2022-01-13;25
Ongoing treatment periods at specialised medical care wards;2022-01-14;174
Ongoing treatment periods primary health care wards;2022-01-14;181
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-14;
Ongoing intensive care treatment periods;2022-01-14;25
Ongoing treatment periods at specialised medical care wards;2022-01-15;174
Ongoing treatment periods primary health care wards;2022-01-15;181
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-15;
Ongoing intensive care treatment periods;2022-01-15;25
Ongoing treatment periods at specialised medical care wards;2022-01-16;174
Ongoing treatment periods primary health care wards;2022-01-16;181
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-16;
Ongoing intensive care treatment periods;2022-01-16;25
Ongoing treatment periods at specialised medical care wards;2022-01-17;159
Ongoing treatment periods primary health care wards;2022-01-17;175
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-17;
Ongoing intensive care treatment periods;2022-01-17;26
Ongoing treatment periods at specialised medical care wards;2022-01-18;159
Ongoing treatment periods primary health care wards;2022-01-18;175
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-18;
Ongoing intensive care treatment periods;2022-01-18;26
Ongoing treatment periods at specialised medical care wards;2022-01-19;144
Ongoing treatment periods primary health care wards;2022-01-19;236
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-19;
Ongoing intensive care treatment periods;2022-01-19;32
Ongoing treatment periods at specialised medical care wards;2022-01-20;144
Ongoing treatment periods primary health care wards;2022-01-20;236
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-20;
Ongoing intensive care treatment periods;2022-01-20;32
Ongoing treatment periods at specialised medical care wards;2022-01-21;148
Ongoing treatment periods primary health care wards;2022-01-21;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-21;
Ongoing intensive care treatment periods;2022-01-21;27
Ongoing treatment periods at specialised medical care wards;2022-01-22;148
Ongoing treatment periods primary health care wards;2022-01-22;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-22;
Ongoing intensive care treatment periods;2022-01-22;27
Ongoing treatment periods at specialised medical care wards;2022-01-23;148
Ongoing treatment periods primary health care wards;2022-01-23;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-23;
Ongoing intensive care treatment periods;2022-01-23;27
Ongoing treatment periods at specialised medical care wards;2022-01-24;163
Ongoing treatment periods primary health care wards;2022-01-24;197
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-24;
Ongoing intensive care treatment periods;2022-01-24;22
Ongoing treatment periods at specialised medical care wards;2022-01-25;166
Ongoing treatment periods primary health care wards;2022-01-25;197
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-25;
Ongoing intensive care treatment periods;2022-01-25;22
Ongoing treatment periods at specialised medical care wards;2022-01-26;151
Ongoing treatment periods primary health care wards;2022-01-26;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-26;
Ongoing intensive care treatment periods;2022-01-26;24
Ongoing treatment periods at specialised medical care wards;2022-01-27;149
Ongoing treatment periods primary health care wards;2022-01-27;202
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-27;
