Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-30;
Ongoing intensive care treatment periods;2021-09-30;25
Ongoing treatment periods at specialised medical care wards;2021-10-01;80
Ongoing treatment periods primary health care wards;2021-10-01;18
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-01;
Ongoing intensive care treatment periods;2021-10-01;24
Ongoing treatment periods at specialised medical care wards;2021-10-02;80
Ongoing treatment periods primary health care wards;2021-10-02;18
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-02;
Ongoing intensive care treatment periods;2021-10-02;24
Ongoing treatment periods at specialised medical care wards;2021-10-03;80
Ongoing treatment periods primary health care wards;2021-10-03;18
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-03;
Ongoing intensive care treatment periods;2021-10-03;24
Ongoing treatment periods at specialised medical care wards;2021-10-04;88
Ongoing treatment periods primary health care wards;2021-10-04;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-04;
Ongoing intensive care treatment periods;2021-10-04;31
Ongoing treatment periods at specialised medical care wards;2021-10-05;86
Ongoing treatment periods primary health care wards;2021-10-05;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-05;
Ongoing intensive care treatment periods;2021-10-05;31
Ongoing treatment periods at specialised medical care wards;2021-10-06;90
Ongoing treatment periods primary health care wards;2021-10-06;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-06;
Ongoing intensive care treatment periods;2021-10-06;33
Ongoing treatment periods at specialised medical care wards;2021-10-07;92
Ongoing treatment periods primary health care wards;2021-10-07;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-07;
Ongoing intensive care treatment periods;2021-10-07;33
Ongoing treatment periods at specialised medical care wards;2021-10-08;109
Ongoing treatment periods primary health care wards;2021-10-08;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-08;
Ongoing intensive care treatment periods;2021-10-08;27
Ongoing treatment periods at specialised medical care wards;2021-10-09;109
Ongoing treatment periods primary health care wards;2021-10-09;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-09;
Ongoing intensive care treatment periods;2021-10-09;27
Ongoing treatment periods at specialised medical care wards;2021-10-10;107
Ongoing treatment periods primary health care wards;2021-10-10;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-10;
Ongoing intensive care treatment periods;2021-10-10;29
Ongoing treatment periods at specialised medical care wards;2021-10-11;118
Ongoing treatment periods primary health care wards;2021-10-11;41
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-11;
Ongoing intensive care treatment periods;2021-10-11;31
Ongoing treatment periods at specialised medical care wards;2021-10-12;117
Ongoing treatment periods primary health care wards;2021-10-12;41
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-12;
Ongoing intensive care treatment periods;2021-10-12;31
Ongoing treatment periods at specialised medical care wards;2021-10-13;110
Ongoing treatment periods primary health care wards;2021-10-13;45
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-13;
Ongoing intensive care treatment periods;2021-10-13;36
Ongoing treatment periods at specialised medical care wards;2021-10-14;112
Ongoing treatment periods primary health care wards;2021-10-14;45
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-14;
Ongoing intensive care treatment periods;2021-10-14;36
Ongoing treatment periods at specialised medical care wards;2021-10-15;114
Ongoing treatment periods primary health care wards;2021-10-15;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-15;
Ongoing intensive care treatment periods;2021-10-15;36
Ongoing treatment periods at specialised medical care wards;2021-10-16;114
Ongoing treatment periods primary health care wards;2021-10-16;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-16;
Ongoing intensive care treatment periods;2021-10-16;36
Ongoing treatment periods at specialised medical care wards;2021-10-17;114
Ongoing treatment periods primary health care wards;2021-10-17;44
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-17;
Ongoing intensive care treatment periods;2021-10-17;36
Ongoing treatment periods at specialised medical care wards;2021-10-18;131
Ongoing treatment periods primary health care wards;2021-10-18;53
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-18;
Ongoing intensive care treatment periods;2021-10-18;33
Ongoing treatment periods at specialised medical care wards;2021-10-19;126
Ongoing treatment periods primary health care wards;2021-10-19;52
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-19;
Ongoing intensive care treatment periods;2021-10-19;33
Ongoing treatment periods at specialised medical care wards;2021-10-20;114
Ongoing treatment periods primary health care wards;2021-10-20;60
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-20;
Ongoing intensive care treatment periods;2021-10-20;32
Ongoing treatment periods at specialised medical care wards;2021-10-21;113
Ongoing treatment periods primary health care wards;2021-10-21;60
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-21;
Ongoing intensive care treatment periods;2021-10-21;32
Ongoing treatment periods at specialised medical care wards;2021-10-22;100
Ongoing treatment periods primary health care wards;2021-10-22;74
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-22;
Ongoing intensive care treatment periods;2021-10-22;31
Ongoing treatment periods at specialised medical care wards;2021-10-23;100
Ongoing treatment periods primary health care wards;2021-10-23;74
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-23;
Ongoing intensive care treatment periods;2021-10-23;31
Ongoing treatment periods at specialised medical care wards;2021-10-24;100
Ongoing treatment periods primary health care wards;2021-10-24;74
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-24;
Ongoing intensive care treatment periods;2021-10-24;31
Ongoing treatment periods at specialised medical care wards;2021-10-25;105
Ongoing treatment periods primary health care wards;2021-10-25;75
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-25;
Ongoing intensive care treatment periods;2021-10-25;34
Ongoing treatment periods at specialised medical care wards;2021-10-26;104
Ongoing treatment periods primary health care wards;2021-10-26;77
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-26;
Ongoing intensive care treatment periods;2021-10-26;34
Ongoing treatment periods at specialised medical care wards;2021-10-27;89
Ongoing treatment periods primary health care wards;2021-10-27;84
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-27;
Ongoing intensive care treatment periods;2021-10-27;33
Ongoing treatment periods at specialised medical care wards;2021-10-28;90
Ongoing treatment periods primary health care wards;2021-10-28;84
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-28;
Ongoing intensive care treatment periods;2021-10-28;33
Ongoing treatment periods at specialised medical care wards;2021-10-29;96
Ongoing treatment periods primary health care wards;2021-10-29;95
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-29;
Ongoing intensive care treatment periods;2021-10-29;31
Ongoing treatment periods at specialised medical care wards;2021-10-30;96
Ongoing treatment periods primary health care wards;2021-10-30;95
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-30;
Ongoing intensive care treatment periods;2021-10-30;31
Ongoing treatment periods at specialised medical care wards;2021-10-31;96
Ongoing treatment periods primary health care wards;2021-10-31;93
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-10-31;
Ongoing intensive care treatment periods;2021-10-31;31
Ongoing treatment periods at specialised medical care wards;2021-11-01;103
Ongoing treatment periods primary health care wards;2021-11-01;99
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-01;
Ongoing intensive care treatment periods;2021-11-01;27
Ongoing treatment periods at specialised medical care wards;2021-11-02;103
Ongoing treatment periods primary health care wards;2021-11-02;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-02;
Ongoing intensive care treatment periods;2021-11-02;27
Ongoing treatment periods at specialised medical care wards;2021-11-03;97
Ongoing treatment periods primary health care wards;2021-11-03;110
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-03;
Ongoing intensive care treatment periods;2021-11-03;32
Ongoing treatment periods at specialised medical care wards;2021-11-04;97
Ongoing treatment periods primary health care wards;2021-11-04;110
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-04;
Ongoing intensive care treatment periods;2021-11-04;33
Ongoing treatment periods at specialised medical care wards;2021-11-05;111
Ongoing treatment periods primary health care wards;2021-11-05;104
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-05;
Ongoing intensive care treatment periods;2021-11-05;31
Ongoing treatment periods at specialised medical care wards;2021-11-06;111
Ongoing treatment periods primary health care wards;2021-11-06;104
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-06;
Ongoing intensive care treatment periods;2021-11-06;31
Ongoing treatment periods at specialised medical care wards;2021-11-07;111
Ongoing treatment periods primary health care wards;2021-11-07;104
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-07;
Ongoing intensive care treatment periods;2021-11-07;31
Ongoing treatment periods at specialised medical care wards;2021-11-08;123
Ongoing treatment periods primary health care wards;2021-11-08;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-08;
Ongoing intensive care treatment periods;2021-11-08;34
Ongoing treatment periods at specialised medical care wards;2021-11-09;125
Ongoing treatment periods primary health care wards;2021-11-09;97
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-09;
Ongoing intensive care treatment periods;2021-11-09;34
Ongoing treatment periods at specialised medical care wards;2021-11-10;145
Ongoing treatment periods primary health care wards;2021-11-10;83
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-10;
Ongoing intensive care treatment periods;2021-11-10;28
Ongoing treatment periods at specialised medical care wards;2021-11-11;149
Ongoing treatment periods primary health care wards;2021-11-11;81
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-11;
Ongoing intensive care treatment periods;2021-11-11;26
Ongoing treatment periods at specialised medical care wards;2021-11-12;148
Ongoing treatment periods primary health care wards;2021-11-12;80
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-12;
Ongoing intensive care treatment periods;2021-11-12;31
Ongoing treatment periods at specialised medical care wards;2021-11-13;148
Ongoing treatment periods primary health care wards;2021-11-13;80
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-13;
Ongoing intensive care treatment periods;2021-11-13;31
Ongoing treatment periods at specialised medical care wards;2021-11-14;146
Ongoing treatment periods primary health care wards;2021-11-14;79
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-14;
Ongoing intensive care treatment periods;2021-11-14;31
Ongoing treatment periods at specialised medical care wards;2021-11-15;157
Ongoing treatment periods primary health care wards;2021-11-15;91
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-15;
Ongoing intensive care treatment periods;2021-11-15;36
Ongoing treatment periods at specialised medical care wards;2021-11-16;156
Ongoing treatment periods primary health care wards;2021-11-16;90
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-16;
Ongoing intensive care treatment periods;2021-11-16;36
Ongoing treatment periods at specialised medical care wards;2021-11-17;151
Ongoing treatment periods primary health care wards;2021-11-17;110
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-17;
Ongoing intensive care treatment periods;2021-11-17;38
Ongoing treatment periods at specialised medical care wards;2021-11-18;150
Ongoing treatment periods primary health care wards;2021-11-18;108
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-18;
Ongoing intensive care treatment periods;2021-11-18;38
Ongoing treatment periods at specialised medical care wards;2021-11-19;135
Ongoing treatment periods primary health care wards;2021-11-19;108
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-19;
Ongoing intensive care treatment periods;2021-11-19;38
Ongoing treatment periods at specialised medical care wards;2021-11-20;135
Ongoing treatment periods primary health care wards;2021-11-20;108
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-20;
Ongoing intensive care treatment periods;2021-11-20;38
Ongoing treatment periods at specialised medical care wards;2021-11-21;135
Ongoing treatment periods primary health care wards;2021-11-21;108
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-21;
Ongoing intensive care treatment periods;2021-11-21;38
Ongoing treatment periods at specialised medical care wards;2021-11-22;156
Ongoing treatment periods primary health care wards;2021-11-22;126
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-22;
Ongoing intensive care treatment periods;2021-11-22;45
Ongoing treatment periods at specialised medical care wards;2021-11-23;158
Ongoing treatment periods primary health care wards;2021-11-23;125
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-23;
Ongoing intensive care treatment periods;2021-11-23;45
Ongoing treatment periods at specialised medical care wards;2021-11-24;144
Ongoing treatment periods primary health care wards;2021-11-24;121
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-24;
Ongoing intensive care treatment periods;2021-11-24;43
Ongoing treatment periods at specialised medical care wards;2021-11-25;144
Ongoing treatment periods primary health care wards;2021-11-25;121
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-25;
Ongoing intensive care treatment periods;2021-11-25;43
Ongoing treatment periods at specialised medical care wards;2021-11-26;158
Ongoing treatment periods primary health care wards;2021-11-26;119
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-26;
Ongoing intensive care treatment periods;2021-11-26;45
Ongoing treatment periods at specialised medical care wards;2021-11-27;158
Ongoing treatment periods primary health care wards;2021-11-27;119
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-27;
Ongoing intensive care treatment periods;2021-11-27;45
Ongoing treatment periods at specialised medical care wards;2021-11-28;158
Ongoing treatment periods primary health care wards;2021-11-28;119
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-28;
Ongoing intensive care treatment periods;2021-11-28;45
Ongoing treatment periods at specialised medical care wards;2021-11-29;144
Ongoing treatment periods primary health care wards;2021-11-29;125
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-29;
Ongoing intensive care treatment periods;2021-11-29;51
Ongoing treatment periods at specialised medical care wards;2021-11-30;144
Ongoing treatment periods primary health care wards;2021-11-30;125
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-11-30;
Ongoing intensive care treatment periods;2021-11-30;51
Ongoing treatment periods at specialised medical care wards;2021-12-01;122
Ongoing treatment periods primary health care wards;2021-12-01;100
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-01;
Ongoing intensive care treatment periods;2021-12-01;50
Ongoing treatment periods at specialised medical care wards;2021-12-02;121
Ongoing treatment periods primary health care wards;2021-12-02;99
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-02;
Ongoing intensive care treatment periods;2021-12-02;49
Ongoing treatment periods at specialised medical care wards;2021-12-03;122
Ongoing treatment periods primary health care wards;2021-12-03;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-03;
Ongoing intensive care treatment periods;2021-12-03;52
Ongoing treatment periods at specialised medical care wards;2021-12-04;122
Ongoing treatment periods primary health care wards;2021-12-04;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-04;
Ongoing intensive care treatment periods;2021-12-04;52
Ongoing treatment periods at specialised medical care wards;2021-12-05;122
Ongoing treatment periods primary health care wards;2021-12-05;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-05;
Ongoing intensive care treatment periods;2021-12-05;52
Ongoing treatment periods at specialised medical care wards;2021-12-06;124
Ongoing treatment periods primary health care wards;2021-12-06;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-06;
Ongoing intensive care treatment periods;2021-12-06;51
Ongoing treatment periods at specialised medical care wards;2021-12-07;145
Ongoing treatment periods primary health care wards;2021-12-07;108
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-07;
Ongoing intensive care treatment periods;2021-12-07;59
Ongoing treatment periods at specialised medical care wards;2021-12-08;139
Ongoing treatment periods primary health care wards;2021-12-08;100
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-08;
Ongoing intensive care treatment periods;2021-12-08;60
Ongoing treatment periods at specialised medical care wards;2021-12-09;140
Ongoing treatment periods primary health care wards;2021-12-09;100
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-09;
Ongoing intensive care treatment periods;2021-12-09;60
Ongoing treatment periods at specialised medical care wards;2021-12-10;138
Ongoing treatment periods primary health care wards;2021-12-10;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-10;
Ongoing intensive care treatment periods;2021-12-10;53
Ongoing treatment periods at specialised medical care wards;2021-12-11;138
Ongoing treatment periods primary health care wards;2021-12-11;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-11;
Ongoing intensive care treatment periods;2021-12-11;53
Ongoing treatment periods at specialised medical care wards;2021-12-12;138
Ongoing treatment periods primary health care wards;2021-12-12;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-12;
Ongoing intensive care treatment periods;2021-12-12;53
Ongoing treatment periods at specialised medical care wards;2021-12-13;139
Ongoing treatment periods primary health care wards;2021-12-13;99
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-13;
Ongoing intensive care treatment periods;2021-12-13;52
Ongoing treatment periods at specialised medical care wards;2021-12-14;139
Ongoing treatment periods primary health care wards;2021-12-14;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-14;
Ongoing intensive care treatment periods;2021-12-14;52
Ongoing treatment periods at specialised medical care wards;2021-12-15;145
Ongoing treatment periods primary health care wards;2021-12-15;124
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-15;
Ongoing intensive care treatment periods;2021-12-15;47
Ongoing treatment periods at specialised medical care wards;2021-12-16;147
Ongoing treatment periods primary health care wards;2021-12-16;121
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-16;
Ongoing intensive care treatment periods;2021-12-16;46
Ongoing treatment periods at specialised medical care wards;2021-12-17;162
Ongoing treatment periods primary health care wards;2021-12-17;107
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-17;
Ongoing intensive care treatment periods;2021-12-17;50
Ongoing treatment periods at specialised medical care wards;2021-12-18;162
Ongoing treatment periods primary health care wards;2021-12-18;107
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-18;
Ongoing intensive care treatment periods;2021-12-18;50
Ongoing treatment periods at specialised medical care wards;2021-12-19;162
Ongoing treatment periods primary health care wards;2021-12-19;107
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-19;
Ongoing intensive care treatment periods;2021-12-19;50
Ongoing treatment periods at specialised medical care wards;2021-12-20;172
Ongoing treatment periods primary health care wards;2021-12-20;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-20;
Ongoing intensive care treatment periods;2021-12-20;62
Ongoing treatment periods at specialised medical care wards;2021-12-21;173
Ongoing treatment periods primary health care wards;2021-12-21;101
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-21;
Ongoing intensive care treatment periods;2021-12-21;62
Ongoing treatment periods at specialised medical care wards;2021-12-22;141
Ongoing treatment periods primary health care wards;2021-12-22;110
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-22;
Ongoing intensive care treatment periods;2021-12-22;58
Ongoing treatment periods at specialised medical care wards;2021-12-23;139
Ongoing treatment periods primary health care wards;2021-12-23;108
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-23;
Ongoing intensive care treatment periods;2021-12-23;60
Ongoing treatment periods at specialised medical care wards;2021-12-24;142
Ongoing treatment periods primary health care wards;2021-12-24;93
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-24;
Ongoing intensive care treatment periods;2021-12-24;59
Ongoing treatment periods at specialised medical care wards;2021-12-25;142
Ongoing treatment periods primary health care wards;2021-12-25;93
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-25;
Ongoing intensive care treatment periods;2021-12-25;59
Ongoing treatment periods at specialised medical care wards;2021-12-26;142
Ongoing treatment periods primary health care wards;2021-12-26;93
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-26;
Ongoing intensive care treatment periods;2021-12-26;59
Ongoing treatment periods at specialised medical care wards;2021-12-27;176
Ongoing treatment periods primary health care wards;2021-12-27;72
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-27;
Ongoing intensive care treatment periods;2021-12-27;58
Ongoing treatment periods at specialised medical care wards;2021-12-28;178
Ongoing treatment periods primary health care wards;2021-12-28;74
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-28;
Ongoing intensive care treatment periods;2021-12-28;56
Ongoing treatment periods at specialised medical care wards;2021-12-29;188
Ongoing treatment periods primary health care wards;2021-12-29;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-29;
Ongoing intensive care treatment periods;2021-12-29;56
Ongoing treatment periods at specialised medical care wards;2021-12-30;189
Ongoing treatment periods primary health care wards;2021-12-30;98
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-30;
Ongoing intensive care treatment periods;2021-12-30;56
Ongoing treatment periods at specialised medical care wards;2021-12-31;207
Ongoing treatment periods primary health care wards;2021-12-31;116
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-12-31;
Ongoing intensive care treatment periods;2021-12-31;53
Ongoing treatment periods at specialised medical care wards;2022-01-01;207
Ongoing treatment periods primary health care wards;2022-01-01;116
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-01;
Ongoing intensive care treatment periods;2022-01-01;53
Ongoing treatment periods at specialised medical care wards;2022-01-02;207
Ongoing treatment periods primary health care wards;2022-01-02;116
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-02;
Ongoing intensive care treatment periods;2022-01-02;53
Ongoing treatment periods at specialised medical care wards;2022-01-03;221
Ongoing treatment periods primary health care wards;2022-01-03;124
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-03;
Ongoing intensive care treatment periods;2022-01-03;53
Ongoing treatment periods at specialised medical care wards;2022-01-04;218
Ongoing treatment periods primary health care wards;2022-01-04;126
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-04;
Ongoing intensive care treatment periods;2022-01-04;53
Ongoing treatment periods at specialised medical care wards;2022-01-05;239
Ongoing treatment periods primary health care wards;2022-01-05;184
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-05;
Ongoing intensive care treatment periods;2022-01-05;47
Ongoing treatment periods at specialised medical care wards;2022-01-06;239
Ongoing treatment periods primary health care wards;2022-01-06;184
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-06;
Ongoing intensive care treatment periods;2022-01-06;47
Ongoing treatment periods at specialised medical care wards;2022-01-07;255
Ongoing treatment periods primary health care wards;2022-01-07;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-07;
Ongoing intensive care treatment periods;2022-01-07;55
Ongoing treatment periods at specialised medical care wards;2022-01-08;255
Ongoing treatment periods primary health care wards;2022-01-08;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-08;
Ongoing intensive care treatment periods;2022-01-08;55
Ongoing treatment periods at specialised medical care wards;2022-01-09;255
Ongoing treatment periods primary health care wards;2022-01-09;198
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-09;
Ongoing intensive care treatment periods;2022-01-09;55
Ongoing treatment periods at specialised medical care wards;2022-01-10;308
Ongoing treatment periods primary health care wards;2022-01-10;252
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-10;
Ongoing intensive care treatment periods;2022-01-10;60
Ongoing treatment periods at specialised medical care wards;2022-01-11;309
Ongoing treatment periods primary health care wards;2022-01-11;265
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-11;
Ongoing intensive care treatment periods;2022-01-11;61
Ongoing treatment periods at specialised medical care wards;2022-01-12;313
Ongoing treatment periods primary health care wards;2022-01-12;330
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-12;
Ongoing intensive care treatment periods;2022-01-12;58
Ongoing treatment periods at specialised medical care wards;2022-01-13;317
Ongoing treatment periods primary health care wards;2022-01-13;330
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-13;
Ongoing intensive care treatment periods;2022-01-13;58
Ongoing treatment periods at specialised medical care wards;2022-01-14;314
Ongoing treatment periods primary health care wards;2022-01-14;303
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-14;
Ongoing intensive care treatment periods;2022-01-14;63
Ongoing treatment periods at specialised medical care wards;2022-01-15;314
Ongoing treatment periods primary health care wards;2022-01-15;303
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-15;
Ongoing intensive care treatment periods;2022-01-15;63
Ongoing treatment periods at specialised medical care wards;2022-01-16;314
Ongoing treatment periods primary health care wards;2022-01-16;303
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-16;
Ongoing intensive care treatment periods;2022-01-16;63
Ongoing treatment periods at specialised medical care wards;2022-01-17;319
Ongoing treatment periods primary health care wards;2022-01-17;300
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-17;
Ongoing intensive care treatment periods;2022-01-17;62
Ongoing treatment periods at specialised medical care wards;2022-01-18;319
Ongoing treatment periods primary health care wards;2022-01-18;299
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-18;
Ongoing intensive care treatment periods;2022-01-18;61
Ongoing treatment periods at specialised medical care wards;2022-01-19;288
Ongoing treatment periods primary health care wards;2022-01-19;361
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-19;
Ongoing intensive care treatment periods;2022-01-19;64
Ongoing treatment periods at specialised medical care wards;2022-01-20;281
Ongoing treatment periods primary health care wards;2022-01-20;362
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-20;
Ongoing intensive care treatment periods;2022-01-20;65
Ongoing treatment periods at specialised medical care wards;2022-01-21;278
Ongoing treatment periods primary health care wards;2022-01-21;327
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-21;
Ongoing intensive care treatment periods;2022-01-21;63
Ongoing treatment periods at specialised medical care wards;2022-01-22;278
Ongoing treatment periods primary health care wards;2022-01-22;327
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-22;
Ongoing intensive care treatment periods;2022-01-22;63
Ongoing treatment periods at specialised medical care wards;2022-01-23;278
Ongoing treatment periods primary health care wards;2022-01-23;327
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-23;
Ongoing intensive care treatment periods;2022-01-23;63
Ongoing treatment periods at specialised medical care wards;2022-01-24;312
Ongoing treatment periods primary health care wards;2022-01-24;329
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-24;
Ongoing intensive care treatment periods;2022-01-24;50
Ongoing treatment periods at specialised medical care wards;2022-01-25;320
Ongoing treatment periods primary health care wards;2022-01-25;334
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-25;
Ongoing intensive care treatment periods;2022-01-25;48
Ongoing treatment periods at specialised medical care wards;2022-01-26;302
Ongoing treatment periods primary health care wards;2022-01-26;324
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-26;
Ongoing intensive care treatment periods;2022-01-26;49
Ongoing treatment periods at specialised medical care wards;2022-01-27;296
Ongoing treatment periods primary health care wards;2022-01-27;328
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-27;
Ongoing intensive care treatment periods;2022-01-27;51
Ongoing treatment periods at specialised medical care wards;2022-01-28;289
Ongoing treatment periods primary health care wards;2022-01-28;291
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-28;
Ongoing intensive care treatment periods;2022-01-28;53
